"Date","Country/Location","Rating","Author","Title","Body","Image links","Image Video Links","Verified Purchase","URL","Helpful count","Variation information","Styles"
"01/12/2018","United States 🇺🇸 ","4","A. Hutchins","Software glitch but game is amazing","I'm giving this 4 stars only because of a glitch that causes one remote (a different one, depending on which you use to start the game) to ALWAYS lose its ability to use the tilt control steering. It's a software glitch and happened after we updated the game's software. Very, very disappointing. BUT, it is the most awesome and fun game I have ever played. The graphics are out of this world. From ages 5 to 43, our whole family loves this game.","","","true","https://www.amazon.com/gp/customer-reviews/R3IHZE7ZJYXNCE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/12/2018","United States 🇺🇸 ","2","BiffSoQuick","Disappointing","Mariokart 8 tries to do everything for you (steering, gas peddle). This is helpful out of the box for new players, but quickly makes the game  boring.  The hover cart and glider are neat ideas, but not when all three types of cart are on every track, and the automatically change for you. Mariokart 64 is still the best of the series.","","","true","https://www.amazon.com/gp/customer-reviews/R3OF3GDIB01C6F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/12/2018","United States 🇺🇸 ","3","Joshua","Three Stars","Nice game but 8 year old beat it in a couple of hours","","","true","https://www.amazon.com/gp/customer-reviews/R3ENHOOGAU04M9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/12/2018","United States 🇺🇸 ","5","Liliane Jovane","Five Stars","My 9 years old daughter loves it.","","","true","https://www.amazon.com/gp/customer-reviews/R14NB9JJRPF7LP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/11/2018","United States 🇺🇸 ","5","Alyssa Munger","Exciting game","Lots of fun, my boys both have it and love it!","","","true","https://www.amazon.com/gp/customer-reviews/R2OEVAGLWMCTVG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/11/2018","United States 🇺🇸 ","5","Cathy K. Gailey","Five Stars","Love it!","","","true","https://www.amazon.com/gp/customer-reviews/R38Z354EIQZD70/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/11/2018","United States 🇺🇸 ","5","Dhgems","Fun for everyone!!","We just got a switch for Christmas and this game is a family favorite for sure! Fun for parents and our kids! (Ages 9, 8, & 6) this brings me back to my SNES days as a kid...but even better!! We are so happy with the switch and even happier we bought this game!","","","false","https://www.amazon.com/gp/customer-reviews/R24301ZUY0GQ1W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/11/2018","United States 🇺🇸 ","4","Jschwartzott","Kids love it","Lots of driving games and not much else for $60...","","","true","https://www.amazon.com/gp/customer-reviews/REBQYATVYMQYG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/11/2018","United States 🇺🇸 ","5","Amazon Customer","Excellent product, very good response from the seller in ...","Excellent product, very good response from the seller in the delivery, Regards.","","","true","https://www.amazon.com/gp/customer-reviews/R2TIVPJZ7MCX0R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/10/2018","United States 🇺🇸 ","5","Brian L","The best game Nintendo makes short of Super Mario Brothers","It’s Mario Kart. The best game Nintendo makes short of Super Mario Brothers. Fun game that brings the family together.","","","true","https://www.amazon.com/gp/customer-reviews/R20Z92GNWG4HU7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/10/2018","United States 🇺🇸 ","1","marisol","One Star","I did not revive the two games that were suppose to come with my order!","","","true","https://www.amazon.com/gp/customer-reviews/R2B5ZSCYNZ04DZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/10/2018","United States 🇺🇸 ","5","Kindle Customer","Very Big Hit!. I also bought the steering ...","Very Big Hit!.  I also bought the steering wheel to go with it!.  Fight over who gets to play.","","","true","https://www.amazon.com/gp/customer-reviews/RBQKBV7CJDR0J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/10/2018","United States 🇺🇸 ","5","Board Games Rock","Five Stars","Probably the best or 2nd best Switch Game.....you can play for 15 minutes or 2 hours....must have","","","true","https://www.amazon.com/gp/customer-reviews/R3I1P0PTNZ9BZV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/10/2018","United States 🇺🇸 ","5","Amazon Customer","MarioKart 8","Grandson loves this game.  He is a big fan of Mario games.","","","true","https://www.amazon.com/gp/customer-reviews/R2ZULY1JZYEGXM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/09/2018","United States 🇺🇸 ","5","Alex","Excellent port of the original Wii U game","Excellent port of the original Wii U game. The portability aspect is just icing on the cake. Fantastic game in person or online.","","","true","https://www.amazon.com/gp/customer-reviews/R16P3CCIHCFCLF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/09/2018","United States 🇺🇸 ","5","mommyof3","This is such a fun game. Our four year old and 8 year ...","This is such a fun game. Our four year old and 8 year old love it and all the characters they can choose from to race with. Great variety of race tracks and they really like putting together their own personal cars. Lots of fun to play on family for game nights and definitely recommend!","","","false","https://www.amazon.com/gp/customer-reviews/R3A77G4ANVWZV8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"01/09/2018","United States 🇺🇸 ","5","Hector Colon","Five Stars","It came in excellent conditions","","","true","https://www.amazon.com/gp/customer-reviews/R3L91CHB7LAP4C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
